locus_tag	ftype	length_bp	gene	EC_number	COG	product
LAGGGMOH_00237	CDS	1002	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
LAGGGMOH_00238	gene	441	mscL_1			
LAGGGMOH_00238	CDS	441	mscL_1		COG1970	Large-conductance mechanosensitive channel
LAGGGMOH_00239	gene	1524	guaA			
LAGGGMOH_00239	CDS	1524	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
LAGGGMOH_00240	gene	2052				
LAGGGMOH_00240	CDS	2052				hypothetical protein
LAGGGMOH_00241	gene	3267	susC_4			
LAGGGMOH_00241	CDS	3267	susC_4		COG1629	TonB-dependent receptor SusC
LAGGGMOH_00242	gene	2004				
LAGGGMOH_00242	CDS	2004				hypothetical protein
LAGGGMOH_00243	gene	3264				
LAGGGMOH_00243	CDS	3264			COG4771	TonB-dependent receptor P3
LAGGGMOH_00244	gene	147				
LAGGGMOH_00244	CDS	147				hypothetical protein
LAGGGMOH_00245	gene	150				
LAGGGMOH_00245	CDS	150				hypothetical protein
LAGGGMOH_00246	gene	858	fabI			
LAGGGMOH_00246	CDS	858	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
LAGGGMOH_00247	gene	1014				
LAGGGMOH_00247	CDS	1014				hypothetical protein
LAGGGMOH_00248	gene	705	rsmI_1			
LAGGGMOH_00248	CDS	705	rsmI_1	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
LAGGGMOH_00249	gene	1119				
LAGGGMOH_00249	CDS	1119				hypothetical protein
LAGGGMOH_00250	gene	867	lipA			
LAGGGMOH_00250	CDS	867	lipA	2.8.1.8	COG0320	Lipoyl synthase
LAGGGMOH_00251	gene	2211	dap4			
LAGGGMOH_00251	CDS	2211	dap4	3.4.14.5		Dipeptidyl aminopeptidase 4
LAGGGMOH_00252	gene	729				
LAGGGMOH_00252	CDS	729				hypothetical protein
LAGGGMOH_00253	gene	843				
LAGGGMOH_00253	CDS	843				hypothetical protein
LAGGGMOH_00254	gene	936				
LAGGGMOH_00254	CDS	936				hypothetical protein
LAGGGMOH_00255	gene	1200	norV			
LAGGGMOH_00255	CDS	1200	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
LAGGGMOH_00256	gene	813	nagB_1			
LAGGGMOH_00256	CDS	813	nagB_1	3.5.99.6		Glucosamine-6-phosphate deaminase
LAGGGMOH_00257	gene	426				
LAGGGMOH_00257	CDS	426				hypothetical protein
LAGGGMOH_00258	gene	615	yciO			
LAGGGMOH_00258	CDS	615	yciO		COG0009	putative protein YciO
LAGGGMOH_00259	gene	2514				
LAGGGMOH_00259	CDS	2514				hypothetical protein
LAGGGMOH_00260	gene	2001	recD2_2			
LAGGGMOH_00260	CDS	2001	recD2_2	5.6.2.3		ATP-dependent RecD2 DNA helicase
LAGGGMOH_00261	gene	786				
LAGGGMOH_00261	CDS	786				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
LAGGGMOH_00262	gene	1185	patB_1			
LAGGGMOH_00262	CDS	1185	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
LAGGGMOH_00263	gene	1236				
LAGGGMOH_00263	CDS	1236		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
LAGGGMOH_00264	gene	585	sigM			
LAGGGMOH_00264	CDS	585	sigM		COG1595	ECF RNA polymerase sigma factor SigM
LAGGGMOH_00265	gene	1107				
LAGGGMOH_00265	CDS	1107				hypothetical protein
LAGGGMOH_00266	gene	444				
LAGGGMOH_00266	CDS	444				hypothetical protein
LAGGGMOH_00267	gene	744				
LAGGGMOH_00267	CDS	744				hypothetical protein
LAGGGMOH_00268	gene	597				
LAGGGMOH_00268	CDS	597				hypothetical protein
LAGGGMOH_00269	gene	693				
LAGGGMOH_00269	CDS	693				hypothetical protein
LAGGGMOH_00270	gene	1941				
LAGGGMOH_00270	CDS	1941				hypothetical protein
LAGGGMOH_00271	gene	1263	mshA_1			
LAGGGMOH_00271	CDS	1263	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LAGGGMOH_00272	gene	1389				
LAGGGMOH_00272	CDS	1389				hypothetical protein
LAGGGMOH_00273	gene	1488				
LAGGGMOH_00273	CDS	1488				hypothetical protein
LAGGGMOH_00274	gene	825	glgA			
LAGGGMOH_00274	CDS	825	glgA	2.4.1.21	COG0297	Glycogen synthase
LAGGGMOH_00275	gene	849	panC			
LAGGGMOH_00275	CDS	849	panC	6.3.2.1	COG0414	Pantothenate synthetase
LAGGGMOH_00276	gene	354	panD			
LAGGGMOH_00276	CDS	354	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
LAGGGMOH_00277	gene	2289	pyrK_1			
LAGGGMOH_00277	CDS	2289	pyrK_1			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
LAGGGMOH_00278	gene	1212	fucP_1			
LAGGGMOH_00278	CDS	1212	fucP_1		COG0738	L-fucose-proton symporter
LAGGGMOH_00279	gene	1275	serS			
LAGGGMOH_00279	CDS	1275	serS	6.1.1.11	COG0172	Serine--tRNA ligase
LAGGGMOH_00280	gene	270	rpmA			
LAGGGMOH_00280	CDS	270	rpmA			Large ribosomal subunit protein bL27
LAGGGMOH_00281	gene	318	rplU			
LAGGGMOH_00281	CDS	318	rplU			Large ribosomal subunit protein bL21
LAGGGMOH_00282	gene	687	indB			
LAGGGMOH_00282	CDS	687	indB	3.-.-.-	COG0546	putative phosphatase IndB
LAGGGMOH_00283	gene	516				
LAGGGMOH_00283	CDS	516				hypothetical protein
LAGGGMOH_00284	gene	705	lnrL			
LAGGGMOH_00284	CDS	705	lnrL	7.6.2.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
LAGGGMOH_00285	gene	1482				
LAGGGMOH_00285	CDS	1482				hypothetical protein
LAGGGMOH_00286	gene	2820	pqqL			
LAGGGMOH_00286	CDS	2820	pqqL	3.4.24.-	COG0612	putative zinc protease PqqL
LAGGGMOH_00287	gene	804	kdsA_1			
LAGGGMOH_00287	CDS	804	kdsA_1	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
LAGGGMOH_00288	gene	927	dagK_1			
LAGGGMOH_00288	CDS	927	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
LAGGGMOH_00289	gene	921	miaA_2			
LAGGGMOH_00289	CDS	921	miaA_2	2.5.1.75	COG0324	tRNA dimethylallyltransferase
LAGGGMOH_00290	gene	1206				
LAGGGMOH_00290	CDS	1206				hypothetical protein
LAGGGMOH_00291	gene	681	ytrE			
LAGGGMOH_00291	CDS	681	ytrE		COG1136	ABC transporter ATP-binding protein YtrE
LAGGGMOH_00292	gene	1554				
LAGGGMOH_00292	CDS	1554				hypothetical protein
LAGGGMOH_00293	gene	690	rsmE			
LAGGGMOH_00293	CDS	690	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
LAGGGMOH_00294	gene	570				
LAGGGMOH_00294	CDS	570			COG1259	putative protein
LAGGGMOH_00295	gene	1233	xapB			
LAGGGMOH_00295	CDS	1233	xapB		COG2211	Xanthosine permease
LAGGGMOH_00296	gene	1179	rlmI			
LAGGGMOH_00296	CDS	1179	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
LAGGGMOH_00297	gene	648	rnd			
LAGGGMOH_00297	CDS	648	rnd	3.1.13.5		Ribonuclease D
LAGGGMOH_00298	gene	636				
LAGGGMOH_00298	CDS	636				hypothetical protein
LAGGGMOH_00299	gene	2490				
LAGGGMOH_00299	CDS	2490				hypothetical protein
LAGGGMOH_00300	gene	642				
LAGGGMOH_00300	CDS	642				hypothetical protein
LAGGGMOH_00301	gene	948	trxB			
LAGGGMOH_00301	CDS	948	trxB	1.8.1.9	COG0492	Thioredoxin reductase
LAGGGMOH_00302	gene	2445				
LAGGGMOH_00302	CDS	2445				hypothetical protein
LAGGGMOH_00303	gene	702	crp			
LAGGGMOH_00303	CDS	702	crp			CRP-like cAMP-activated global transcriptional regulator
LAGGGMOH_00304	gene	2190	glnA_1			
LAGGGMOH_00304	CDS	2190	glnA_1	6.3.1.2		Glutamine synthetase
LAGGGMOH_00305	gene	114				
LAGGGMOH_00305	CDS	114				hypothetical protein
LAGGGMOH_00306	gene	2220				
LAGGGMOH_00306	CDS	2220				hypothetical protein
LAGGGMOH_00307	gene	147				
LAGGGMOH_00307	CDS	147				hypothetical protein
LAGGGMOH_00308	gene	1116				
LAGGGMOH_00308	CDS	1116				hypothetical protein
LAGGGMOH_00309	gene	1794	rpsA			
LAGGGMOH_00309	CDS	1794	rpsA			Small ribosomal subunit protein bS1
LAGGGMOH_00310	gene	915	rnz			
LAGGGMOH_00310	CDS	915	rnz	3.1.26.11	COG1234	Ribonuclease Z
LAGGGMOH_00311	gene	552	sigW_2			
LAGGGMOH_00311	CDS	552	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
LAGGGMOH_00312	gene	414				
LAGGGMOH_00312	CDS	414				hypothetical protein
LAGGGMOH_00313	gene	453				
LAGGGMOH_00313	CDS	453				hypothetical protein
LAGGGMOH_00314	gene	786	mazG			
LAGGGMOH_00314	CDS	786	mazG	3.6.1.8	COG3956	Nucleoside triphosphate pyrophosphohydrolase
LAGGGMOH_00315	gene	1065				
LAGGGMOH_00315	CDS	1065				hypothetical protein
LAGGGMOH_00316	gene	2631	valS			
LAGGGMOH_00316	CDS	2631	valS	6.1.1.9		Valine--tRNA ligase
LAGGGMOH_00317	gene	1887	rcsC_4			
LAGGGMOH_00317	CDS	1887	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
LAGGGMOH_00318	gene	582	rpoE_2			
LAGGGMOH_00318	CDS	582	rpoE_2		COG1595	ECF RNA polymerase sigma factor RpoE
LAGGGMOH_00319	gene	1023				
LAGGGMOH_00319	CDS	1023				hypothetical protein
LAGGGMOH_00320	gene	3303				
LAGGGMOH_00320	CDS	3303				hypothetical protein
LAGGGMOH_00321	gene	1521				
LAGGGMOH_00321	CDS	1521				hypothetical protein
LAGGGMOH_00322	gene	1032				
LAGGGMOH_00322	CDS	1032				hypothetical protein
LAGGGMOH_00323	gene	1074				
LAGGGMOH_00323	CDS	1074				hypothetical protein
LAGGGMOH_00324	gene	576	algU_1			
LAGGGMOH_00324	CDS	576	algU_1			RNA polymerase sigma-H factor
LAGGGMOH_00325	gene	1008				
LAGGGMOH_00325	CDS	1008				hypothetical protein
LAGGGMOH_00326	gene	3381				
LAGGGMOH_00326	CDS	3381			COG4771	TonB-dependent receptor P3
LAGGGMOH_00327	gene	1641				
LAGGGMOH_00327	CDS	1641			COG0702	SusD-like protein P2
LAGGGMOH_00328	gene	1566				
LAGGGMOH_00328	CDS	1566		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
LAGGGMOH_00329	gene	1560				
LAGGGMOH_00329	CDS	1560		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
LAGGGMOH_00330	gene	447				
LAGGGMOH_00330	CDS	447				hypothetical protein
LAGGGMOH_00331	gene	1101				
LAGGGMOH_00331	CDS	1101				hypothetical protein
LAGGGMOH_00332	gene	3330	secA			
LAGGGMOH_00332	CDS	3330	secA	7.4.2.8		Protein translocase subunit SecA
LAGGGMOH_00333	gene	1575	pafA			
LAGGGMOH_00333	CDS	1575	pafA	3.1.3.1	COG1524	Alkaline phosphatase PafA
LAGGGMOH_00334	gene	1206				
LAGGGMOH_00334	CDS	1206				hypothetical protein
LAGGGMOH_00335	gene	669	coaX			
LAGGGMOH_00335	CDS	669	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
LAGGGMOH_00336	gene	1275				
LAGGGMOH_00336	CDS	1275				hypothetical protein
LAGGGMOH_00337	gene	1326				
LAGGGMOH_00337	CDS	1326				hypothetical protein
LAGGGMOH_00338	gene	618				
LAGGGMOH_00338	CDS	618				hypothetical protein
LAGGGMOH_00339	gene	1257				
LAGGGMOH_00339	CDS	1257				hypothetical protein
LAGGGMOH_00340	gene	2139				
LAGGGMOH_00340	CDS	2139				hypothetical protein
LAGGGMOH_00341	gene	1035	rlmN			
LAGGGMOH_00341	CDS	1035	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
LAGGGMOH_00342	gene	1047				
LAGGGMOH_00342	CDS	1047				hypothetical protein
LAGGGMOH_00343	gene	1098	pdxA2			
LAGGGMOH_00343	CDS	1098	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
LAGGGMOH_00344	gene	1227	fleQ			
LAGGGMOH_00344	CDS	1227	fleQ			Transcriptional regulator FleQ
LAGGGMOH_00345	gene	501				
LAGGGMOH_00345	CDS	501				hypothetical protein
LAGGGMOH_00346	gene	765				
LAGGGMOH_00346	CDS	765				hypothetical protein
LAGGGMOH_00347	gene	381				
LAGGGMOH_00347	CDS	381				hypothetical protein
LAGGGMOH_00348	gene	1389				
LAGGGMOH_00348	CDS	1389				hypothetical protein
LAGGGMOH_00349	gene	354	pqqD			
LAGGGMOH_00349	CDS	354	pqqD			PqqA binding protein
LAGGGMOH_00350	gene	1056				
LAGGGMOH_00350	CDS	1056				hypothetical protein
LAGGGMOH_00351	gene	1512	nnr			
LAGGGMOH_00351	CDS	1512	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
LAGGGMOH_00352	gene	1341				
LAGGGMOH_00352	CDS	1341				hypothetical protein
LAGGGMOH_00353	gene	636	ubiE_2			
LAGGGMOH_00353	CDS	636	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
LAGGGMOH_00354	gene	180				
LAGGGMOH_00354	CDS	180				hypothetical protein
LAGGGMOH_00355	gene	519	rfaH_2			
LAGGGMOH_00355	CDS	519	rfaH_2			Transcription antitermination protein RfaH
LAGGGMOH_00356	gene	399				
LAGGGMOH_00356	CDS	399				hypothetical protein
LAGGGMOH_00357	gene	1518				
LAGGGMOH_00357	CDS	1518				hypothetical protein
LAGGGMOH_00358	gene	474	mch			
LAGGGMOH_00358	CDS	474	mch	4.2.1.148	COG2030	Mesaconyl-CoA hydratase
LAGGGMOH_00359	gene	885	citE			
LAGGGMOH_00359	CDS	885	citE	4.1.3.6		Citrate lyase subunit beta
LAGGGMOH_00360	gene	918				
LAGGGMOH_00360	CDS	918				hypothetical protein
LAGGGMOH_00361	gene	549	dapH_1			
LAGGGMOH_00361	CDS	549	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
LAGGGMOH_00362	gene	1221				
LAGGGMOH_00362	CDS	1221				hypothetical protein
LAGGGMOH_00363	gene	951				
LAGGGMOH_00363	CDS	951				hypothetical protein
LAGGGMOH_00364	gene	1278	wbpO			
LAGGGMOH_00364	CDS	1278	wbpO	1.1.1.136		UDP-N-acetyl-D-glucosamine 6-dehydrogenase
LAGGGMOH_00365	gene	1116				
LAGGGMOH_00365	CDS	1116				hypothetical protein
LAGGGMOH_00366	gene	780				
LAGGGMOH_00366	CDS	780				hypothetical protein
LAGGGMOH_00367	gene	1224	mshA_2			
LAGGGMOH_00367	CDS	1224	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LAGGGMOH_00368	gene	765				
LAGGGMOH_00368	CDS	765				hypothetical protein
LAGGGMOH_00369	gene	1020	hldD_1			
LAGGGMOH_00369	CDS	1020	hldD_1	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
LAGGGMOH_00370	gene	957	tagO_1			
LAGGGMOH_00370	CDS	957	tagO_1	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
LAGGGMOH_00371	gene	1515				
LAGGGMOH_00371	CDS	1515				hypothetical protein
LAGGGMOH_00372	gene	654				
LAGGGMOH_00372	CDS	654				hypothetical protein
LAGGGMOH_00373	gene	2064	cirA_1			
LAGGGMOH_00373	CDS	2064	cirA_1		COG4771	Colicin I receptor
LAGGGMOH_00374	gene	537	hpt			
LAGGGMOH_00374	CDS	537	hpt	2.4.2.8		Hypoxanthine phosphoribosyltransferase
LAGGGMOH_00375	gene	570	adk1			
LAGGGMOH_00375	CDS	570	adk1	2.7.4.3	COG0563	Adenylate kinase 1
LAGGGMOH_00376	gene	1218	obg			
LAGGGMOH_00376	CDS	1218	obg	3.6.5.-		GTPase Obg
LAGGGMOH_00377	gene	813				
LAGGGMOH_00377	CDS	813		2.4.2.1	COG1496	Purine nucleoside phosphorylase
LAGGGMOH_00378	gene	666				
LAGGGMOH_00378	CDS	666				hypothetical protein
LAGGGMOH_00379	gene	732				
LAGGGMOH_00379	CDS	732				hypothetical protein
LAGGGMOH_00380	gene	1185				
LAGGGMOH_00380	CDS	1185				hypothetical protein
LAGGGMOH_00381	gene	1155	pgl_1			
LAGGGMOH_00381	CDS	1155	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
LAGGGMOH_00382	gene	396	ssrA			
LAGGGMOH_00382	tmRNA	396	ssrA			transfer-messenger RNA, SsrA
LAGGGMOH_00383	gene	2688				
LAGGGMOH_00383	CDS	2688				hypothetical protein
LAGGGMOH_00384	gene	1017	rhaR_1			
LAGGGMOH_00384	CDS	1017	rhaR_1			HTH-type transcriptional activator RhaR
LAGGGMOH_00385	gene	1095	dinB			
LAGGGMOH_00385	CDS	1095	dinB	2.7.7.7	COG0389	DNA polymerase IV
LAGGGMOH_00386	gene	429				
LAGGGMOH_00386	CDS	429				hypothetical protein
LAGGGMOH_00387	gene	2679				
LAGGGMOH_00387	CDS	2679				hypothetical protein
LAGGGMOH_00388	gene	1596				
LAGGGMOH_00388	CDS	1596				hypothetical protein
LAGGGMOH_00389	gene	135				
LAGGGMOH_00389	CDS	135				hypothetical protein
LAGGGMOH_00390	gene	384				
LAGGGMOH_00390	CDS	384				hypothetical protein
LAGGGMOH_00391	gene	441				
LAGGGMOH_00391	CDS	441				hypothetical protein
LAGGGMOH_00392	gene	1215	madB			
LAGGGMOH_00392	CDS	1215	madB	7.2.4.1		Carboxybiotin decarboxylase
LAGGGMOH_00393	gene	876	rhaR_2			
LAGGGMOH_00393	CDS	876	rhaR_2			HTH-type transcriptional activator RhaR
LAGGGMOH_00394	gene	420				
LAGGGMOH_00394	CDS	420				hypothetical protein
LAGGGMOH_00395	gene	2859				
LAGGGMOH_00395	CDS	2859				hypothetical protein
LAGGGMOH_00396	gene	900				
LAGGGMOH_00396	CDS	900				hypothetical protein
LAGGGMOH_00397	gene	1620				
LAGGGMOH_00397	CDS	1620				hypothetical protein
LAGGGMOH_00398	gene	3033				
LAGGGMOH_00398	CDS	3033				hypothetical protein
LAGGGMOH_00399	gene	1995				
LAGGGMOH_00399	CDS	1995				hypothetical protein
LAGGGMOH_00400	gene	3867				
LAGGGMOH_00400	CDS	3867				hypothetical protein
LAGGGMOH_00401	gene	1890				
LAGGGMOH_00401	CDS	1890				hypothetical protein
LAGGGMOH_00402	gene	600				
LAGGGMOH_00402	CDS	600				hypothetical protein
LAGGGMOH_00403	gene	729	scdA			
LAGGGMOH_00403	CDS	729	scdA		COG2846	Iron-sulfur cluster repair protein ScdA
LAGGGMOH_00404	gene	168				
LAGGGMOH_00404	CDS	168				hypothetical protein
LAGGGMOH_00405	gene	465	htdZ			
LAGGGMOH_00405	CDS	465	htdZ	4.2.1.-	COG2030	3-hydroxyacyl-thioester dehydratase Z
LAGGGMOH_00406	gene	396				
LAGGGMOH_00406	CDS	396				hypothetical protein
LAGGGMOH_00407	gene	861				
LAGGGMOH_00407	CDS	861				hypothetical protein
LAGGGMOH_00408	gene	1170				
LAGGGMOH_00408	CDS	1170				hypothetical protein
LAGGGMOH_00409	gene	1290	eno			
LAGGGMOH_00409	CDS	1290	eno	4.2.1.11	COG0148	Enolase
LAGGGMOH_00410	gene	666				
LAGGGMOH_00410	CDS	666				hypothetical protein
LAGGGMOH_00411	gene	387	fluC			
LAGGGMOH_00411	CDS	387	fluC			Fluoride-specific ion channel FluC
LAGGGMOH_00412	gene	2160	susB_1			
LAGGGMOH_00412	CDS	2160	susB_1	3.2.1.3	COG1082	Glucan 1,4-alpha-glucosidase SusB
LAGGGMOH_00413	gene	360				
LAGGGMOH_00413	CDS	360				hypothetical protein
LAGGGMOH_00414	gene	1578				
LAGGGMOH_00414	CDS	1578				hypothetical protein
LAGGGMOH_00415	gene	780				
LAGGGMOH_00415	CDS	780				hypothetical protein
LAGGGMOH_00416	gene	426	rqcP			
LAGGGMOH_00416	CDS	426	rqcP			RQC P-site tRNA stabilizing factor
LAGGGMOH_00417	gene	564	pth			
LAGGGMOH_00417	CDS	564	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
LAGGGMOH_00418	gene	591	rplY			
LAGGGMOH_00418	CDS	591	rplY			Large ribosomal subunit protein bL25
LAGGGMOH_00419	gene	387				
LAGGGMOH_00419	CDS	387				hypothetical protein
LAGGGMOH_00420	gene	990	nusB			
LAGGGMOH_00420	CDS	990	nusB			Transcription antitermination protein NusB
LAGGGMOH_00421	gene	327				
LAGGGMOH_00421	CDS	327				hypothetical protein
LAGGGMOH_00422	gene	1014				
LAGGGMOH_00422	CDS	1014				hypothetical protein
LAGGGMOH_00423	gene	618	coaE			
LAGGGMOH_00423	CDS	618	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
LAGGGMOH_00424	gene	417				
LAGGGMOH_00424	CDS	417				hypothetical protein
LAGGGMOH_00425	gene	2589	clpB1			
LAGGGMOH_00425	CDS	2589	clpB1		COG0542	Chaperone protein ClpB 1
LAGGGMOH_00426	gene	582				
LAGGGMOH_00426	CDS	582				hypothetical protein
LAGGGMOH_00427	gene	897	cysL			
LAGGGMOH_00427	CDS	897	cysL		COG0583	HTH-type transcriptional regulator CysL
LAGGGMOH_00428	gene	993				
LAGGGMOH_00428	CDS	993				hypothetical protein
LAGGGMOH_00429	gene	684				
LAGGGMOH_00429	CDS	684				hypothetical protein
LAGGGMOH_00430	gene	528				
LAGGGMOH_00430	CDS	528				hypothetical protein
LAGGGMOH_00431	gene	516	sigJ			
LAGGGMOH_00431	CDS	516	sigJ		COG1595	ECF RNA polymerase sigma factor SigJ
LAGGGMOH_00432	gene	225				
LAGGGMOH_00432	CDS	225				hypothetical protein
LAGGGMOH_00433	gene	1044	recA			
LAGGGMOH_00433	CDS	1044	recA		COG0468	Protein RecA
LAGGGMOH_00434	gene	519	bcp			
LAGGGMOH_00434	CDS	519	bcp	1.11.1.24	COG1225	Putative peroxiredoxin bcp
LAGGGMOH_00435	gene	1194				
LAGGGMOH_00435	CDS	1194		1.5.1.55	COG1748	Carboxyaminopropylagmatine dehydrogenase
LAGGGMOH_00436	gene	1251				
LAGGGMOH_00436	CDS	1251				hypothetical protein
LAGGGMOH_00437	gene	792				
LAGGGMOH_00437	CDS	792				hypothetical protein
LAGGGMOH_00438	gene	1002	hmuU_1			
LAGGGMOH_00438	CDS	1002	hmuU_1		COG0609	Hemin transport system permease protein HmuU
LAGGGMOH_00439	gene	1143				
LAGGGMOH_00439	CDS	1143				hypothetical protein
LAGGGMOH_00440	gene	114				
LAGGGMOH_00440	CDS	114				hypothetical protein
LAGGGMOH_00441	gene	2163				
LAGGGMOH_00441	CDS	2163				hypothetical protein
LAGGGMOH_00442	gene	525				
LAGGGMOH_00442	CDS	525				hypothetical protein
LAGGGMOH_00443	gene	1920	dnaK_1			
LAGGGMOH_00443	CDS	1920	dnaK_1		COG0443	Chaperone protein DnaK
LAGGGMOH_00444	gene	546				
LAGGGMOH_00444	CDS	546				hypothetical protein
LAGGGMOH_00445	gene	1263	xerC_3			
LAGGGMOH_00445	CDS	1263	xerC_3			Tyrosine recombinase XerC
LAGGGMOH_00446	gene	354				
LAGGGMOH_00446	CDS	354				hypothetical protein
LAGGGMOH_00447	gene	597				
LAGGGMOH_00447	CDS	597				hypothetical protein
LAGGGMOH_00448	gene	1803				
LAGGGMOH_00448	CDS	1803				hypothetical protein
LAGGGMOH_00449	gene	369				
LAGGGMOH_00449	CDS	369				hypothetical protein
LAGGGMOH_00450	gene	900				
LAGGGMOH_00450	CDS	900				hypothetical protein
LAGGGMOH_00451	gene	648				
LAGGGMOH_00451	CDS	648				hypothetical protein
LAGGGMOH_00452	gene	654	hin_1			
LAGGGMOH_00452	CDS	654	hin_1			DNA-invertase hin
LAGGGMOH_00453	gene	1257				
LAGGGMOH_00453	CDS	1257				hypothetical protein
LAGGGMOH_00454	gene	648				
LAGGGMOH_00454	CDS	648				hypothetical protein
LAGGGMOH_00455	gene	3000				
LAGGGMOH_00455	CDS	3000				hypothetical protein
LAGGGMOH_00456	gene	3474	rapA			
LAGGGMOH_00456	CDS	3474	rapA	3.6.4.-		RNA polymerase-associated protein RapA
LAGGGMOH_00457	gene	705				
LAGGGMOH_00457	CDS	705				hypothetical protein
LAGGGMOH_00458	gene	1542				
LAGGGMOH_00458	CDS	1542				hypothetical protein
LAGGGMOH_00459	gene	1572	clcA			
LAGGGMOH_00459	CDS	1572	clcA			H(+)/Cl(-) exchange transporter ClcA
LAGGGMOH_00460	gene	837	nfo			
LAGGGMOH_00460	CDS	837	nfo	3.1.21.2	COG0648	Endonuclease 4
LAGGGMOH_00461	gene	1368	trpB			
LAGGGMOH_00461	CDS	1368	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
LAGGGMOH_00462	gene	1836				
LAGGGMOH_00462	CDS	1836				hypothetical protein
LAGGGMOH_00463	gene	687	ktrA			
LAGGGMOH_00463	CDS	687	ktrA		COG0569	Ktr system potassium uptake protein A
LAGGGMOH_00464	gene	1461	katA			
LAGGGMOH_00464	CDS	1461	katA	1.11.1.6		Catalase
LAGGGMOH_00465	gene	180				
LAGGGMOH_00465	CDS	180				hypothetical protein
LAGGGMOH_00466	gene	2538				
LAGGGMOH_00466	CDS	2538				hypothetical protein
LAGGGMOH_00467	gene	669				
LAGGGMOH_00467	CDS	669				hypothetical protein
LAGGGMOH_00468	gene	993	xynD			
LAGGGMOH_00468	CDS	993	xynD	3.2.1.55	COG3507	Arabinoxylan arabinofuranohydrolase
LAGGGMOH_00469	gene	966				
LAGGGMOH_00469	CDS	966				hypothetical protein
LAGGGMOH_00470	gene	3387				
LAGGGMOH_00470	CDS	3387				hypothetical protein
LAGGGMOH_00471	gene	1524				
LAGGGMOH_00471	CDS	1524				hypothetical protein
LAGGGMOH_00472	gene	987				
LAGGGMOH_00472	CDS	987				hypothetical protein
LAGGGMOH_00473	gene	99				
LAGGGMOH_00473	CDS	99				hypothetical protein
LAGGGMOH_00474	gene	1008				
LAGGGMOH_00474	CDS	1008				hypothetical protein
LAGGGMOH_00475	gene	1551	ahpF			
LAGGGMOH_00475	CDS	1551	ahpF	1.8.1.-		Alkyl hydroperoxide reductase subunit F
LAGGGMOH_00476	gene	567	ahpC_1			
LAGGGMOH_00476	CDS	567	ahpC_1	1.11.1.26		Alkyl hydroperoxide reductase C
LAGGGMOH_00477	gene	468				
LAGGGMOH_00477	CDS	468				hypothetical protein
LAGGGMOH_00478	gene	555				
LAGGGMOH_00478	CDS	555				hypothetical protein
LAGGGMOH_00479	gene	444				
LAGGGMOH_00479	CDS	444				hypothetical protein
LAGGGMOH_00480	gene	501				
LAGGGMOH_00480	CDS	501				hypothetical protein
LAGGGMOH_00481	gene	1209	tdcG			
LAGGGMOH_00481	CDS	1209	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
LAGGGMOH_00482	gene	1062	corA_1			
LAGGGMOH_00482	CDS	1062	corA_1		COG0598	Cobalt/magnesium transport protein CorA
LAGGGMOH_00483	gene	2499	mutS2			
LAGGGMOH_00483	CDS	2499	mutS2	3.1.-.-		Endonuclease MutS2
LAGGGMOH_00484	gene	86				
